book_id,title,author,current_score,v2_score,decision,door_count,doors_identified,second_layer_pass,rationale
ee11b13e-205c-4778-a5af-89d1ec1f4199,American Murderer: The Parasite That Haunted the South,Gail Jarrow,5,4,drop-to-4,4,"aviation history, space exploration, materials science, American technological history",no,"Four doors: aviation, space, materials science, history. Cloth-from-Kitty-Hawk narrative engaging but delivers meaning once."
8c61b127-0af4-4d1f-a1f8-79d2eb71ada6,An American Plague: The True and Terrifying Story of the Yellow Fever Epidemic of 1793,Jim Murphy,5,4,drop-to-4,4,"epidemiology, social history of poverty, public health policy, Southern US history",no,"Four doors: epidemiology, social history, public health, regional history. Single band (10-12). Poverty-disease connection delivered explicitly, not structurally embedded."
10d01d03-4e42-4423-b475-77160130f560,An Immense World (Young Readers Edition): How Animals Sense Earth's Amazing Secrets,Ed Yong,5,5,hold-5,5,"animal sensory biology, philosophy of perception, evolutionary biology, ecology, consciousness/cognition",yes,"Five integrated doors: sensory science, philosophy, evolution, ecology, cognition. Second layer holds: at 7-9 reads as cool animal facts about different senses; at 10-12 the umwelt concept reveals that every creature experiences a different reality — a philosophical layer inaccessible to the younger reader."
1cd2d48f-0fc7-4100-beba-4618e87a6ce4,Baseball's Shining Season: America's Pastime on the Brink of War,Martin W. Sandler and Craig Sandler,5,4,drop-to-4,3,"baseball history, pre-WWII American culture, biography of players",n/a,"Three doors: sports history, cultural history, biography. Single band (10-12). Does not reach five-door threshold."
bb09c5f5-da2c-41f0-932f-40008ee4a227,Bee Dance,Rick Chrustowski,5,4,drop-to-4,3,"baseball history, pre-WWII American culture, biography of players",n/a,"Three doors: sports history, cultural history, biography. Single band (10-12). Does not reach five-door threshold."
e93977d6-f035-4871-8148-3a25f2d78a1e,Before Colors: Where Pigments and Dyes Come From,Annette Bay Pimentel,5,4,drop-to-4,4,"bee biology, mathematical navigation angular encoding, ecology/pollination, science communication",near-miss,"Four doors: biology, mathematics, ecology, communication. Second layer genuine (dance reads as communication at 5-6 and as precise mathematical encoding at 7-9) but door count does not reach five required for Score 5."
b3c0ed00-29a2-44ce-88c1-7183ca3ef818,Before the Ships: The Birth of Black Excellence in American Aviation,Maisha Oso,5,4,drop-to-4,4,"chemistry/materials science, art history, natural world sources, cultural geography",no,"Four doors: chemistry, art history, natural science, geography. Origin-of-pigments concept delivered in discovery sequence without structural second-reading layer."
800fea57-6662-4603-ba6a-713c9dddd4d5,Ben Franklin's Almanac,Candace Fleming,5,4,drop-to-4,4,"aviation history, racial history/civil rights, biography multiple subjects, WWII history",no,"Four doors: aviation, racial history, biography, WWII. Inspiring biography; racial-barrier content delivered explicitly rather than embedded for re-reading discovery."
31a38fbb-d870-4725-b154-298e1993bd82,"Blast Off!: The Story of Mary Sherman Morgan, America's First Female Rocket Scientist",Suzanne Slade,5,4,drop-to-4,4,"American history, science and invention, civic philosophy, publishing/media history",no,"Four doors: history, science, civics, media. Scrapbook format delivers breadth; Enlightenment philosophical layer browsable but not structurally embedded."
3fcb2aba-1695-4be1-b655-1a0c2487db89,Blizzard of Glass: The Halifax Explosion of 1917,Sally M. Walker,5,4,drop-to-4,4,"aerospace engineering, women in STEM history, Cold War history, propellant chemistry",no,"Four doors: engineering, gender history, Cold War, chemistry. Early-reader format limits density; biography delivers inspiring narrative linearly."
ecb5ab1f-95d8-4715-8323-d001546e9099,Blockhead: The Life of Fibonacci,Joseph D'Agnese,5,4,drop-to-4,4,"Fibonacci math history, medieval European history, biography, Fibonacci patterns in nature",no,"Four doors: math history, European history, biography, natural science. OD only 92ch at picture-book density; the Fibonacci-in-nature connection is present but thinly delivered."
d7acaf08-7965-4c79-9132-d4b5d5fa6a9d,Botticelli's Apprentice,Ursula Murray Husted,5,4,drop-to-4,4,"Renaissance art history, apprenticeship/craft tradition, Italian history, religious iconography",no,"Four doors: art history, craft tradition, Italian history, religion. Graphic novel format; Renaissance political/religious context not confirmed as structurally embedded for re-reading discovery."
1bf4d23c-e1d8-4670-a224-9a1375e1260a,Boxes for Katje,Candace Fleming,5,4,drop-to-4,4,"WWII post-war recovery, cross-cultural friendship, humanitarian aid, Dutch geography/history",no,"Four doors: WWII history, recovery, friendship, geography. Second layer fails: Katje explains through her letters what each gift means, making both the friendship and humanitarian framing accessible simultaneously to all readers."
06d38cc5-adb3-4a66-a87b-34ff12c01667,Boys in the Boat: The True Story of an American Team's Epic Journey to Win Gold at the 1936 Olympics (Young Adult Adaptation),Greg Zeigler and Daniel James Brown,5,4,drop-to-4,4,"Depression-era America, 1936 Berlin Olympics and Nazi propaganda, rowing/athletics, teamwork psychology",no,"Four doors: history, athletics, political context, teamwork. Single band (10-12). Delivers the Berlin Olympics propaganda layer explicitly rather than embedded as re-reading second layer."
e9cf5467-a803-4722-8cfb-e03685c7c917,Brown Girl Dreaming,Jacqueline Woodson,5,5,hold-5,6,"Civil Rights history, Black American experience, family relationships, poetry/language-arts as form, geography (South to NYC), identity formation",yes,"Six integrated doors: civil rights, identity, family, poetry, geography, Black cultural history. Second layer holds: at 10-12 the verse reads as narrative; at older re-reading the compression and craft choices — what the verse omits, how rhythm creates emphasis — become legible as a separate layer of meaning the younger reader cannot yet access."
c20f6e38-458d-498e-99fd-888520897f47,Building Our House,Jonathan Bean,5,4,drop-to-4,4,"construction/engineering, family identity/values, self-sufficiency ethic, math/planning",no,"Four doors: construction, family values, self-sufficiency, math. Second layer fails: the self-sufficiency theme and family-builds-together meaning are fully visible on first reading; re-reading adds appreciation, not new meaning."
ab228eee-437b-4c36-a41f-bb5227a72cd8,"Change Is in the Air: The Hidden Discoveries of Eunice Newton Foote, the First Climate Scientist",Rebecca Donnelly,5,4,drop-to-4,4,"climate science history, women in science, 19th-century American history, scientific method",no,"Four doors: climate science, women in STEM, history, scientific method. Early-reader format limits concept depth; the historical-injustice layer (Foote ignored despite correct findings) is stated rather than structurally embedded."
fa1cc12e-56c7-4791-a9dd-32520faf4867,Chasing Lincoln's Killer,James L. Swanson,5,4,drop-to-4,3,"Lincoln assassination history, manhunt/detective narrative, Civil War aftermath",n/a,"Three doors: history, narrative tension, Civil War context. Single band (10-12). Does not reach five-door threshold."
ad2a033f-c5f0-4e35-bbeb-2e736bbba0f4,Click Clack Moo: Cows That Type,Doreen Cronin,5,4,drop-to-4,4,"labor rights/collective bargaining (implicit), absurdist humor, negotiation/ultimatum structure, animal-as-social-commentary",no,"Four doors: labor satire, humor, narrative structure, social commentary. Second layer fails: the labor-negotiation gag is fully visible at 3-4 as funny and at 7-9 as cleverly named — more vocabulary, same fundamental gag. Calibrates with Day the Crayons Quit anchor."
8d529197-a960-4521-9919-023a8b501863,Code Girls: The Untold Story of the American Women Codebreakers of World War II (Young Readers Edition),Liza Mundy,5,4,drop-to-4,4,"cryptography, WWII history, womens history, mathematics/linguistics",no,"Four doors: cryptography, WWII, gender history, math. Single band (10-12). Womens role in codebreaking is the explicit subject; delivered linearly."
1f2900b1-9c81-4b0e-a4e5-dd2e47d20cb6,Count on Me,Miguel Tanco,5,4,drop-to-4,4,"mathematics/pattern recognition, visual art, family relationship, social-emotional persistence",no,"Four doors: math, art, family, persistence. Second layer fails: math-is-everywhere message stated explicitly; second band only extends to 5-6, limiting re-reading span."
a139a139-2319-4d73-84e3-517400c4e03a,Counting on Katherine,Helaine Becker,5,4,drop-to-4,5,"space history, mathematics, civil rights/racial barriers, gender barriers, biography",no,"Five doors: space, math, racial history, gender history, biography. OD only 85ch at picture-book density; calibrates with Mama Miti anchor (biography with multi-domain reach but linear delivery). Delivery too thin to earn second layer."
19e8e348-c65a-4365-8982-fe55bb2aad97,Daughter of the Light-Footed People: The Story of Indigenous Marathon Champion Lorena Ramírez,Belen Medina,5,4,drop-to-4,4,"indigenous culture/Tarahumara tradition, marathon athletics, Copper Canyon geography/ecology, biography",no,"Four doors: indigenous culture, athletics, ecology, biography. Inspiring biography with multi-domain reach delivered in linear sequence; no structural second layer confirmed."
73f249f3-5ca4-4d18-8f6f-80c84586326d,"Dead Ends! Flukes, Flops, and Failures That Sparked Medical Marvels",Lindsey Fitzharris,5,5,hold-5,5,"medical history, scientific epistemology (failure as knowledge), biology, history of discovery, philosophy of science",yes,"Five integrated doors: medical history, epistemology, biology, discovery history, philosophy. Second layer holds: at 7-9 the failed experiments read as dramatic gross stories; at 10-12 the pattern across failures becomes visible as a system — iteration, hypothesis, falsifiability — revealing a different meaning of the same stories."
ff3e0389-e6f9-4b05-965b-39e3b5586f77,Diary of a Worm,Doreen Cronin,5,3,drop-to-3,3,"earthworm ecology, diary literary form, humor/perspective-taking",n/a,"Three doors at picture-book density: ecology, diary form, humor. No second layer; the worm-perspective gag is fully decoded at 3-4. Less substantial than the Day the Crayons Quit 4 anchor; calibrates closer to concept-book territory."
98d7a3ec-bd5f-4488-82e4-1f8c6496cd8d,Discovering Life's Story: The Birth of Genetics,Joy Hakim,5,4,drop-to-4,4,"genetics/biology, history of science, Mendel biography, evolutionary biology",no,"Four doors: genetics, scientific history, biography, evolution. Single band (10-12), advanced. Social implications of genetics (eugenics) are present but narrated linearly rather than as a structurally embedded second layer."
c00d0d42-e25d-45d2-aa3b-84605898acb2,Drawn Onward,Daniel Nayeri,5,5,hold-5,5,"palindromic literary structure, narrative perspective, visual storytelling, refugee/displacement experience, language/wordplay",yes,"Five integrated doors: literary structure, perspective, visual art, refugee experience, language. Second layer is structurally embedded: the SAME pages read as journey away (forward) and journey home (backward) — two different meanings in identical illustrations, discoverable only by re-reading in reverse."
4d1d01b1-2ed1-46ac-b9b7-fc4f4b1e7f6f,Drowned City: Hurricane Katrina and New Orleans,Don Brown,5,4,drop-to-4,4,"disaster meteorology, American history, racial inequality in disaster response, New Orleans history/culture",no,"Four doors: disaster science, American history, racial inequality, cultural history. Single band (10-12). Graphic novel delivers racial-inequality layer visually and simultaneously with the disaster narrative rather than as a re-reading discovery."
9ecafe57-379b-4883-a410-b5f095437989,Drum Dream Girl,Margarita Engle,5,5,hold-5,5,"music/drumming, gender barriers in Cuban culture, 1930s Cuban history, Chinese-African-Cuban cultural identity, artistic persistence",yes,"Five integrated doors: music, gender, history, cultural identity, persistence. Second layer holds: at 3-4 reads as girl wants to drum and succeeds; at 7-9 the gender prohibition, racial/ethnic identity, and historical Cuban cultural norms become visible as the real subject of the same scenes."
b9e3cac1-06cd-4d6c-a8c5-255a4d2a3a1c,Earthrise: How the Apollo 8 Crew Photographed the World,Leonard S. Marcus,5,5,hold-5,5,"space science/orbital mechanics, photography as document, environmental movement history, Apollo program, philosophical shift in human self-perception",yes,"Five integrated doors: space science, photography, environmentalism, history, philosophy. Second layer holds: at 7-9 the Earthrise photograph reads as a stunning space image; at 10-12 the moment humans first saw Earth as a whole — fragile, borderless, shared — reveals a philosophical and environmental meaning the younger reader cannot yet access."
aa6d9b53-68b4-4d6f-804d-30858fe9501d,Enemy Pie,Derek Munson,5,3,drop-to-3,2,"social-emotional (friendship/empathy), narrative structure",n/a,Two doors: social-emotional and narrative. Pie-as-friendship-device is the single concept; the empathy lesson is explicit and fully visible at 3-4. Narrow domain scope at picture-book density.
2169090a-3ba3-4389-9d59-96a6313928d2,Extra Yarn,Mac Barnett,5,3,drop-to-3,3,"creativity/generosity, visual art/craft, magical realism narrative",n/a,"Three doors at picture-book density: creativity, craft, magical realism. Second layer absent: the infinite-generosity theme is the explicit point at every age; re-reading reveals appreciation, not new meaning."
47703cc1-76a7-4f81-9335-e4ff5a3e17b8,Extreme Birdwatching: Measuring Change on a Galápagos Island,Loree Griffin Burns,5,5,hold-5,5,"ornithology/field biology, climate change measurement methodology, scientific process in practice, Galapagos natural history (Darwin), ecology/systems science",yes,"Five integrated doors: ornithology, climate measurement, scientific methodology, ecological history, systems science. Second layer holds: at 7-9 reads as adventure birdwatching on a famous island; at 10-12 the birdwatching reveals itself as a scientific instrument for measuring environmental change over time — same field activity, different meaning."
f9a830bc-648c-4897-aaa4-ba2fa0a2e771,Finding Home: Amazing Places Animals Live,Mike Unwin,5,4,drop-to-4,3,"animal habitat ecology, geography (global biomes), adaptation science",n/a,"Three doors: ecology, geography, adaptation. Survey-format early-reader; breadth over depth. Does not reach five-door threshold."
9d4e9dea-4b4e-4e70-ab09-5e5ceb712b8d,Flower Talk,Sara Levine,5,4,drop-to-4,4,"botany/plant biology, color theory and visual communication, pollination ecology, plant-pollinator signaling",no,"Four doors: botany, color theory, ecology, communication. Second layer fails: the flower-as-communicator framing is the books explicit thesis, not a layer the older reader discovers — it is stated directly throughout."
e2590991-cb2b-4c13-9073-41781626013e,Footeprint: Eunice Newton Foote at the Dawn of Climate Science and Women's Rights,Lindsay H. Metcalf,5,4,drop-to-4,5,"climate science history, womens rights history, 19th-century American history, biography, scientific methodology",no,"Five doors: climate science, womens rights, history, biography, methodology. Single band (10-12), advanced. Delivers dual-erasure narrative (climate suppressed, woman suppressed) explicitly in linear sequence; no structural re-reading layer."
4c6cbef2-3a58-4893-a552-b23f766ac041,Grand Canyon,Jason Chin,5,4,drop-to-4,5,"geology/deep time, ecology/biology (Canyon species), visual art/illustration, geography, natural history",no,"Five doors: geology, ecology, art, geography, natural history. OD only 109ch at picture-book density; too thin for second-layer to be structurally embedded — the deep-time scale is labeled but not woven as a discoverable layer."
699cfa9d-6654-47af-89dc-d0fec191f638,Greenglass House,Kate Milford,5,4,drop-to-4,4,"mystery/detective reasoning, historical inn setting and lore, social-emotional (found family), geography (smuggling routes)",n/a,"Four doors: mystery, history, social-emotional, geography. OD only 93ch for an independent chapter-book — unusually thin. Single band (10-12). Does not confirm five-door threshold."
2c233aaf-1132-4bf9-aeea-0f93cf6f1b4f,Grief Is an Elephant,Tamara Ellis Smith,5,3,drop-to-3,2,"social-emotional (grief processing), metaphor/language arts",n/a,Two doors: grief processing and metaphorical language. Single subject (social-emotional). The elephant metaphor is the whole book; narrow scope at picture-book density.
51b246dd-a25a-46d3-91ee-a188626a5591,Hidden Figures Young Readers' Edition,Margot Lee Shetterly,5,4,drop-to-4,5,"space history/NASA, mathematics, civil rights/racial history, gender history, biography (multiple subjects)",no,"Five doors: space, math, racial history, gender history, biography. Single band (10-12). Calibrates with Mama Miti anchor: biography with multi-domain reach delivered in linear sequence — teacher can build a 5-tier unit but the book delivers linearly."
59f97dc6-96c7-41e5-822c-963cfae4beb4,Holding Her Own: The Exceptional Life of Jackie Ormes,Traci N. Todd,5,4,drop-to-4,4,"cartooning/art history, Black press history, racial history, gender history",no,"Four doors: art history, press history, racial history, gender history. Biography with multi-domain reach; no subject tags to confirm additional doors. Conservative hold at 4."
6df0d6b8-5528-486b-ac8d-7af57da421ed,Hot Dog,Doug Salati,5,3,drop-to-3,3,"sensory overwhelm/mindfulness, urban-to-nature emotional contrast, visual storytelling",n/a,"Three doors at picture-book density: sensory experience, emotional regulation, visual art. Per rubric: Hot Dog explicitly scores 3. Award status (2023 Caldecott) carries no score weight."
1e6c0a94-6ab8-4cf4-b551-d35db3ee30f5,How Many Seeds in a Pumpkin?,Margaret McNamara,5,4,drop-to-4,4,"mathematics (multiplication/estimation/patterns), plant science (seed counts), social-emotional (size and worth), classroom community",no,"Four doors: math, botany, social-emotional, community. Second layer fails: the size-does-not-determine-worth message is stated explicitly by the end; both math and social layers fully accessible on first reading."
eb9fdca2-7ce6-4a11-a85c-6ab01bae3f0f,How to Be a Good Creature: A Memoir in Thirteen Animals,Sy Montgomery,5,4,drop-to-4,5,"animal science (thirteen species), biography/memoir, philosophy of cross-species relationships, social-emotional wisdom, ecology",no,"Five doors: animal science, memoir, philosophy, social-emotional, ecology. Second layer fails: Sy Montgomery explicitly states the lesson each animal taught her — the philosophical layer is not embedded for discovery, it is named at each chapters conclusion. Iggy Peck anchor applies."
60cc4f62-215b-482b-8f75-e8a003e3ff61,Human Body Theater,Maris Wicks,5,4,drop-to-4,4,"anatomy/biology (body systems), health science, graphic novel literacy/art, systems thinking (how body systems interconnect)",no,"Four doors: anatomy, health, art, systems thinking. Strong science graphic novel; systems-thinking framing is the books explicit thesis rather than a discoverable second layer."
8bbb56d2-d371-4708-aa59-6fa2c6c27214,"Iggy Peck, Architect",Andrea Beaty,5,4,drop-to-4,4,"architecture/engineering, artistic persistence, elementary school setting, rhyme/craft",no,Per rubric: Iggy Peck is the 4 anchor. Adults-should-value-kid-creativity message explicitly stated at resolution. Holds at 4; does not cross the second-layer threshold.
ecc79c13-3650-4904-8dc5-a1ba61000232,In Every Life,Marla Frazee,5,3,drop-to-3,2,"philosophy of universal human experience, visual storytelling",n/a,Two doors: life-philosophy and visual narrative. Universal-life-moments concept book at picture-book density; narrow scope. Singular idea (all lives share these moments) executed with craft but without cross-domain reach.
82c0a2ac-8c49-45a1-9adb-1e7e2fe7c0e0,Iveliz Explains It All,Andrea Beatriz Arango,5,4,drop-to-4,4,"mental health/anxiety, Puerto Rican cultural identity, school social dynamics, family relationships",no,"Four doors: mental health, cultural identity, school dynamics, family. Chapter-book without confirmed structural second layer; neurodivergence framing accessible to both bands but not revealed differently."
cc1f604d-8b2e-46cb-9093-e9bc998fa8a3,Judge Ketanji Brown Jackson: A Life Committed to Justice,Lori Rozsa and Garen Thomas,5,4,drop-to-4,4,"legal history and judicial process, racial history, gender history, biography",n/a,"Four doors: law, racial history, gender history, biography. Single band (10-12). Linear biography; does not reach five-door threshold."
80852334-2007-4931-908e-5c9ef2a39a3b,Jumper: A Day in the Life of a Backyard Jumping Spider,Jessica Lanan,5,4,drop-to-4,4,"arachnology/spider biology, natural history narrative, predator-prey ecology, sensory perception science",no,"Four doors: spider biology, natural history, ecology, sensory science. Second layer fails: the hunting narrative reads as exciting at 5-6 and as detailed science at 7-9 — more depth, same fundamental meaning (a spider hunts)."
c21c1a05-1ece-44c2-82c8-a9fefcac2796,Just in Case: Saving Seeds in the Svalbard Global Seed Vault,Megan Clendenan,5,4,drop-to-4,5,"botany/seed science, climate change and food security, international cooperation, Arctic geography (Svalbard), agricultural biodiversity history",no,"Five doors: botany, climate, international policy, geography, agricultural history. Early-reader format limits depth; the civilization-insurance-policy meaning is present but not structurally embedded — the vault reads the same at both bands with different vocabulary, not different meaning."
43f2bcf6-b39d-49b6-a44c-e412b3d46def,Life after Whale,Lynn Brunelle,5,5,hold-5,5,"marine ecology, decomposition and nutrient cycling, deep-sea biology, life/death cycles in ecosystems, food web science",yes,"Five integrated doors: marine ecology, decomposition science, deep-sea biology, life cycles, food webs. Second layer holds: at 5-6 reads as remarkable animal feast on the whale body; at 7-9 the same whale fall reveals itself as a complete nutrient-recycling ecosystem that sustains deep-sea life for decades — fundamentally different meaning of the same whale."
a8ac1461-309f-440f-b10c-2ff0f4e357ae,Lincoln's Grave Robbers,Steve Sheinkin,5,4,drop-to-4,3,"American history (Lincoln era), crime/detective narrative, Secret Service and law enforcement history",n/a,"Three doors: history, crime narrative, law enforcement. Single band (10-12). Does not reach five-door threshold."
74adedf5-42d5-44e9-91b7-58f26aa8b2d8,Mama Miti: Wangari Maathai and the Trees of Kenya,Donna Jo Napoli,5,4,drop-to-4,4,"Kenyan environmental history, Wangari Maathai biography, women civic leadership, tree species/ecology",no,Per rubric: Mama Miti is the 4 anchor. Multi-domain reach is exceptional; book architecture stays at single-narrative level. Teacher can build a 5-tier unit but the book delivers linearly.
3c6bab30-5b44-49ee-ae89-c39c0d494a6a,Marie's Magic Eggs: How Marie Procai Kept the Ukrainian Art of Pysanky Alive,Sandra Neil Wallace,5,4,drop-to-4,3,"Ukrainian folk art (pysanky), cultural heritage preservation, biography",n/a,"Three doors: folk art, cultural preservation, biography. No subject tags to confirm additional domains. Does not reach five-door threshold."
65257dac-8d40-40eb-9987-47af0b1eadd6,Messy Roots,Laura Gao,5,4,drop-to-4,5,"Chinese-American cultural identity, immigration/diaspora experience, Southern American geography and culture, LGBTQ identity, coming-of-age",no,"Five doors: cultural identity, diaspora, Southern culture, LGBTQ, coming-of-age. Single band (10-12). OD only 141ch for an independent graphic novel; delivers identity layers simultaneously rather than as a structurally embedded second layer."
ea9a1df0-a65d-4e86-b64e-9f0390c32f67,Mexikid,Pedro Martín,5,4,drop-to-4,4,"Mexican cultural identity, family history and immigration, road-trip geography, intergenerational relationships",n/a,"Four doors: cultural identity, immigration, geography, family. No subject tags to confirm additional domains. Graphic memoir delivers identity content personally and directly."
a97e9dcc-8605-411c-99b6-1422b1cd8d4b,Mimic Makers: Biomimicry Inventors Inspired by Nature,Kristen Nordstrom,5,4,drop-to-4,5,"engineering and design thinking, biology (natural models for invention), ecology, cross-disciplinary STEM, innovation history",no,"Five doors: engineering, biology, ecology, STEM integration, innovation. The biomimicry thesis — nature as evolutionary design database — is the books explicit framework, not a layer the older reader discovers. Second layer fails."
769a4e13-eef7-4616-bdd0-bf764d7b8f40,Moonbird,Phillip Hoose,5,4,drop-to-4,5,"ornithology, long-distance migration ecology, coastal geography, conservation/advocacy, math (migration distances and survival rates)",no,"Five doors: ornithology, ecology, geography, conservation, math. Single band (10-12), advanced. OD only 102ch. The conservation-advocacy layer is the books explicit purpose rather than an embedded second layer."
65dd28e9-e490-413d-a6ed-87ef96c964d6,Mrs. Frisby and the Rats of NIMH,Robert C. O'Brien,5,5,hold-5,4,"scientific ethics (NIMH animal experimentation), animal cognition/intelligence, social organization and governance, narrative fantasy",yes,"Four doors with exceptional second-layer depth (Where the Wild Things Are precedent applies). Second layer holds: at 10-12 reads as thrilling adventure with superintelligent rats; at older re-reading the ethics of intelligence enhancement — who owns it, what obligations follow, what makes consciousness worthy of rights — become the dominant reading of the same scenes. A 5 on second-layer depth, not door count."
ffb5959d-8aa5-4f29-a26f-c01d7be5c43b,"My Antarctica: True Adventures in the Land of Mummified Seals, Space Robots, and So Much More",G. Neri,5,4,drop-to-4,4,"Antarctic ecology and wildlife, climate science (measurement context), robotics/technology in field science, geographic extremes",no,"Four doors: ecology, climate science, robotics, geography. Adventure-science format; the climate measurement purpose of the fieldwork is stated rather than embedded as a re-reading discovery."
8076a409-593f-44ac-9866-dfa940422b1d,Neighborhood Sharks,Katherine Roy,5,4,drop-to-4,5,"shark biology, marine ecology and food web, scientific observation methodology, coastal geography (Farallon Islands), visual science art",no,"Five doors: shark biology, ecology, methodology, geography, visual art. OD only 107ch at picture-book density — too thin for the second-layer to be structurally embedded rather than surface-stated."
fdf9f565-4fae-4ca3-82dc-bc0ec27930d8,Never Give Up: Dr. Katalin Karikó and the Race to the COVID-19 Vaccine,Debbie Dadey,5,4,drop-to-4,4,"immunology and mRNA science, biography, scientific persistence through rejection, women in STEM history",no,"Four doors: immunology, biography, persistence, gender history. Early-reader format limits depth; the persistence-rewarded narrative is fully decoded on first reading."
35432dc8-06a8-4787-ae3c-334411f91d2e,NOA,Aaron Becker,5,3,drop-to-3,3,"visual narrative/wordless storytelling, environmental themes, imagination and wonder",n/a,"Three doors at picture-book density: visual narrative, environmental themes, imagination. Two-band span only (3-4, 5-6). Concept picture-book where the visual story is the entire experience."
93d7dbb7-66d2-45a5-bd9c-49fb1cc201a5,Octopus Ocean: Geniuses of the Deep,Mark Leiren-Young,5,4,drop-to-4,4,"cephalopod biology, animal cognition and intelligence science, marine ecology, animal behavior",no,"Four doors: biology, cognition science, ecology, behavior. Second layer fails: the geniuses-of-the-deep thesis — what octopus intelligence reveals about the nature of intelligence — is explicitly stated throughout rather than embedded as a re-reading discovery."
e9ff6801-04b5-4fcd-95a0-5aac18f98586,Ode to Grapefruit: How James Earl Jones Found His Voice,Kari Lavelle,5,4,drop-to-4,4,"biography (James Earl Jones), speech and communication science, stuttering/disability, performing arts history",no,"Four doors: biography, speech science, disability, performing arts. Early-reader format limits concept depth; inspiring biography delivered in linear progression."
d857f408-25a5-4b40-b85c-2b0847a94aad,Officer Buckle and Gloria,Peggy Rathmann,5,3,drop-to-3,3,"civic safety education, friendship and partnership, narrative irony (dog performs behind officers back)",n/a,"Three doors at picture-book density: civic safety, friendship, irony. Second layer absent: the irony of Glorias secret performances is visible and funny at 3-4; re-reading at 7-9 adds vocabulary to name the irony but reveals the same gag."
d5fec630-3776-41c7-9ede-018d1df57c84,Once Upon a Book,Grace Lin,5,3,drop-to-3,2,"love of reading and meta-fiction, visual storytelling",n/a,Two doors: meta-fiction and visual narrative. Books-bring-stories-to-life concept at picture-book density; singular idea executed with craft.
3d8d04a8-c995-42af-872b-af90aa17834f,One Grain of Rice,Demi,5,4,drop-to-4,5,"exponential mathematics, Indian cultural history and folk tale, social justice (peasant vs. ruler), geography, folk narrative structure",no,"Five doors: math, cultural history, social justice, geography, narrative. Second layer fails at picture-book density (OD 84ch): the doubling math is shown but the exponential growth concept is a delight at 5-6 and a named concept at 7-9 — more vocabulary, not different meaning of the same grains of rice."
